instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,rental_category,temp_category
3148,2011-05-16,Summer,0,5,1,0,1,1,Clear,0.52,0.5,0.94,0.1343,6,8,14,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3149,2011-05-16,Summer,0,5,2,0,1,1,Clear,0.5,0.4848,1.0,0.0896,4,9,13,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3150,2011-05-16,Summer,0,5,3,0,1,1,Clear,0.5,0.4848,0.94,0.1642,1,3,4,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3151,2011-05-16,Summer,0,5,4,0,1,1,Clear,0.5,0.4848,1.0,0.1343,1,5,6,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3152,2011-05-16,Summer,0,5,5,0,1,1,Clear,0.5,0.4848,0.93,0.194,1,20,21,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3153,2011-05-16,Summer,0,5,6,0,1,1,Clear,0.52,0.5,0.88,0.1642,11,93,104,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3154,2011-05-16,Summer,0,5,7,0,1,1,Clear,0.52,0.5,0.83,0.2836,27,245,272,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3155,2011-05-16,Summer,0,5,8,0,1,1,Clear,0.56,0.5303,0.73,0.2985,28,366,394,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3156,2011-05-16,Summer,0,5,9,0,1,1,Clear,0.6,0.5909,0.69,0.194,38,156,194,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3157,2011-05-16,Summer,0,5,10,0,1,1,Clear,0.62,0.6061,0.65,0.0896,37,75,112,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3158,2011-05-16,Summer,0,5,11,0,1,1,Clear,0.64,0.6212,0.57,0.194,56,129,185,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3159,2011-05-16,Summer,0,5,12,0,1,1,Clear,0.66,0.6212,0.54,0.0896,72,137,209,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3160,2011-05-16,Summer,0,5,13,0,1,1,Clear,0.68,0.6364,0.51,0.194,61,153,214,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3161,2011-05-16,Summer,0,5,14,0,1,1,Clear,0.68,0.6364,0.51,0.194,76,117,193,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3162,2011-05-16,Summer,0,5,15,0,1,1,Clear,0.72,0.6667,0.51,0.194,55,110,165,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3163,2011-05-16,Summer,0,5,16,0,1,1,Light Rain,0.6,0.5758,0.78,0.2537,45,181,226,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3164,2011-05-16,Summer,0,5,17,0,1,1,Clear,0.58,0.5455,0.88,0.2239,47,227,274,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3165,2011-05-16,Summer,0,5,18,0,1,1,Light Rain,0.58,0.5455,0.83,0.194,55,398,453,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3166,2011-05-16,Summer,0,5,19,0,1,1,Clear,0.58,0.5455,0.83,0.2537,36,272,308,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3167,2011-05-16,Summer,0,5,20,0,1,1,Clear,0.58,0.5455,0.83,0.194,31,167,198,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3168,2011-05-16,Summer,0,5,21,0,1,1,Clear,0.58,0.5455,0.83,0.194,28,149,177,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3169,2011-05-16,Summer,0,5,22,0,1,1,Clear,0.56,0.5303,0.88,0.0896,22,105,127,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3170,2011-05-16,Summer,0,5,23,0,1,1,Clear,0.56,0.5303,0.88,0.0896,18,39,57,136,2,0,5,0,1,1,0,0.5775,0.550512,0.787917,0.126871,773,3185,3958,Sedang,Sejuk
3171,2011-05-17,Summer,0,5,0,0,2,1,Mist,0.56,0.5303,0.88,0.194,13,18,31,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3172,2011-05-17,Summer,0,5,1,0,2,1,Light Rain,0.56,0.5303,0.88,0.194,7,6,13,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3173,2011-05-17,Summer,0,5,2,0,2,1,Light Rain,0.56,0.5303,0.88,0.194,4,4,8,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3174,2011-05-17,Summer,0,5,3,0,2,1,Light Rain,0.54,0.5152,0.94,0.2537,1,3,4,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3175,2011-05-17,Summer,0,5,4,0,2,1,Light Rain,0.54,0.5152,0.94,0.2537,2,2,4,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3176,2011-05-17,Summer,0,5,5,0,2,1,Light Rain,0.52,0.5,0.94,0.2537,0,22,22,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3177,2011-05-17,Summer,0,5,6,0,2,1,Light Rain,0.52,0.5,0.94,0.2537,0,49,49,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3178,2011-05-17,Summer,0,5,7,0,2,1,Mist,0.52,0.5,0.94,0.2537,13,138,151,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3179,2011-05-17,Summer,0,5,8,0,2,1,Mist,0.52,0.5,0.94,0.2985,22,325,347,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3180,2011-05-17,Summer,0,5,9,0,2,1,Mist,0.54,0.5152,0.88,0.2537,17,190,207,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3181,2011-05-17,Summer,0,5,10,0,2,1,Light Rain,0.54,0.5152,0.88,0.2537,31,73,104,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3182,2011-05-17,Summer,0,5,11,0,2,1,Mist,0.56,0.5303,0.83,0.4179,26,104,130,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3183,2011-05-17,Summer,0,5,12,0,2,1,Light Rain,0.56,0.5303,0.83,0.4179,38,115,153,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3184,2011-05-17,Summer,0,5,13,0,2,1,Mist,0.56,0.5303,0.88,0.3284,31,141,172,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3185,2011-05-17,Summer,0,5,14,0,2,1,Clear,0.62,0.5909,0.73,0.4627,61,123,184,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3186,2011-05-17,Summer,0,5,15,0,2,1,Clear,0.62,0.6061,0.69,0.4478,79,131,210,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3187,2011-05-17,Summer,0,5,16,0,2,1,Clear,0.62,0.6061,0.61,0.3284,73,217,290,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3188,2011-05-17,Summer,0,5,17,0,2,1,Clear,0.62,0.6061,0.65,0.4179,83,521,604,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3189,2011-05-17,Summer,0,5,18,0,2,1,Clear,0.6,0.5909,0.69,0.2985,54,426,480,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3190,2011-05-17,Summer,0,5,19,0,2,1,Clear,0.6,0.5909,0.69,0.2537,51,298,349,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3191,2011-05-17,Summer,0,5,20,0,2,1,Clear,0.58,0.5455,0.83,0.4179,30,253,283,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3192,2011-05-17,Summer,0,5,21,0,2,1,Clear,0.54,0.5152,0.88,0.2537,23,151,174,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3193,2011-05-17,Summer,0,5,22,0,2,1,Mist,0.54,0.5152,0.88,0.2836,12,86,98,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3194,2011-05-17,Summer,0,5,23,0,2,1,Mist,0.54,0.5152,0.88,0.2537,7,49,56,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,Sedang,Sejuk
3195,2011-05-18,Summer,0,5,0,0,3,1,Mist,0.54,0.5152,0.88,0.2239,8,15,23,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3196,2011-05-18,Summer,0,5,1,0,3,1,Mist,0.54,0.5152,0.88,0.2537,3,9,12,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3197,2011-05-18,Summer,0,5,2,0,3,1,Light Rain,0.52,0.5,0.94,0.2239,1,5,6,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3198,2011-05-18,Summer,0,5,3,0,3,1,Light Rain,0.52,0.5,0.94,0.2985,6,3,9,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3199,2011-05-18,Summer,0,5,4,0,3,1,Light Rain,0.52,0.5,0.94,0.2985,1,2,3,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3200,2011-05-18,Summer,0,5,5,0,3,1,Clear,0.52,0.5,1.0,0.2239,0,9,9,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3201,2011-05-18,Summer,0,5,6,0,3,1,Clear,0.52,0.5,1.0,0.1343,2,99,101,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3202,2011-05-18,Summer,0,5,7,0,3,1,Clear,0.54,0.5152,0.88,0.194,14,260,274,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3203,2011-05-18,Summer,0,5,8,0,3,1,Clear,0.56,0.5303,0.88,0.2836,25,428,453,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3204,2011-05-18,Summer,0,5,9,0,3,1,Light Rain,0.56,0.5303,0.83,0.2537,26,176,202,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3205,2011-05-18,Summer,0,5,10,0,3,1,Light Rain,0.54,0.5152,0.88,0.2836,33,73,106,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3206,2011-05-18,Summer,0,5,11,0,3,1,Mist,0.54,0.5152,0.94,0.0896,6,17,23,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3207,2011-05-18,Summer,0,5,12,0,3,1,Clear,0.56,0.5303,0.94,0.2985,12,42,54,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3208,2011-05-18,Summer,0,5,13,0,3,1,Mist,0.56,0.5303,0.83,0.3284,30,92,122,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3209,2011-05-18,Summer,0,5,14,0,3,1,Mist,0.58,0.5455,0.78,0.2836,44,94,138,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3210,2011-05-18,Summer,0,5,15,0,3,1,Clear,0.6,0.5758,0.78,0.2537,34,133,167,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3211,2011-05-18,Summer,0,5,16,0,3,1,Clear,0.6,0.5909,0.73,0.194,53,241,294,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3212,2011-05-18,Summer,0,5,17,0,3,1,Clear,0.6,0.5909,0.69,0.1343,78,487,565,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3213,2011-05-18,Summer,0,5,18,0,3,1,Clear,0.6,0.5909,0.73,0.2239,58,431,489,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3214,2011-05-18,Summer,0,5,19,0,3,1,Light Rain,0.56,0.5303,0.88,0.1343,43,288,331,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3215,2011-05-18,Summer,0,5,20,0,3,1,Light Rain,0.56,0.5303,0.88,0.1343,24,189,213,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3216,2011-05-18,Summer,0,5,21,0,3,1,Clear,0.52,0.5,0.88,0.194,11,74,85,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3217,2011-05-18,Summer,0,5,22,0,3,1,Clear,0.52,0.5,0.83,0.194,14,103,117,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3218,2011-05-18,Summer,0,5,23,0,3,1,Clear,0.52,0.5,0.94,0.0896,10,49,59,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,Sedang,Sejuk
3219,2011-05-19,Summer,0,5,0,0,4,1,Clear,0.52,0.5,0.94,0.1045,6,23,29,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3220,2011-05-19,Summer,0,5,1,0,4,1,Clear,0.5,0.4848,0.94,0.194,2,4,6,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3221,2011-05-19,Summer,0,5,2,0,4,1,Clear,0.5,0.4848,0.94,0.194,3,12,15,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3222,2011-05-19,Summer,0,5,3,0,4,1,Clear,0.48,0.4697,1.0,0.194,1,3,4,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3223,2011-05-19,Summer,0,5,4,0,4,1,Clear,0.48,0.4697,0.94,0.194,2,3,5,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3224,2011-05-19,Summer,0,5,5,0,4,1,Clear,0.48,0.4697,0.94,0.194,2,24,26,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3225,2011-05-19,Summer,0,5,6,0,4,1,Mist,0.5,0.4848,0.94,0.194,17,86,103,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3226,2011-05-19,Summer,0,5,7,0,4,1,Mist,0.5,0.4848,1.0,0.194,18,239,257,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3227,2011-05-19,Summer,0,5,8,0,4,1,Mist,0.52,0.5,0.88,0.194,34,453,487,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3228,2011-05-19,Summer,0,5,9,0,4,1,Mist,0.54,0.5152,0.88,0.0896,40,176,216,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3229,2011-05-19,Summer,0,5,10,0,4,1,Mist,0.54,0.5152,0.83,0.194,35,95,130,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3230,2011-05-19,Summer,0,5,11,0,4,1,Light Rain,0.54,0.5152,0.88,0.1642,53,111,164,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3231,2011-05-19,Summer,0,5,12,0,4,1,Mist,0.58,0.5455,0.78,0.1045,38,130,168,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3232,2011-05-19,Summer,0,5,13,0,4,1,Light Rain,0.58,0.5455,0.64,0.2537,44,139,183,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3233,2011-05-19,Summer,0,5,14,0,4,1,Light Rain,0.54,0.5152,0.73,0.194,43,137,180,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3234,2011-05-19,Summer,0,5,15,0,4,1,Clear,0.56,0.5303,0.78,0.1642,63,125,188,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3235,2011-05-19,Summer,0,5,16,0,4,1,Clear,0.58,0.5455,0.64,0.194,55,247,302,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3236,2011-05-19,Summer,0,5,17,0,4,1,Clear,0.56,0.5303,0.78,0.1642,60,487,547,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3237,2011-05-19,Summer,0,5,18,0,4,1,Clear,0.6,0.6212,0.55,0.1642,59,454,513,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3238,2011-05-19,Summer,0,5,19,0,4,1,Clear,0.58,0.5455,0.6,0.1343,65,345,410,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3239,2011-05-19,Summer,0,5,20,0,4,1,Clear,0.54,0.5152,0.77,0.2836,46,236,282,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3240,2011-05-19,Summer,0,5,21,0,4,1,Clear,0.54,0.5152,0.77,0.2836,29,180,209,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3241,2011-05-19,Summer,0,5,22,0,4,1,Light Rain,0.5,0.4848,0.82,0.2985,11,68,79,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3242,2011-05-19,Summer,0,5,23,0,4,1,Clear,0.48,0.4697,0.94,0.194,9,63,72,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,Sedang,Sejuk
3243,2011-05-20,Summer,0,5,0,0,5,1,Clear,0.46,0.4545,0.94,0.0896,15,33,48,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3244,2011-05-20,Summer,0,5,1,0,5,1,Clear,0.46,0.4545,1.0,0.194,8,17,25,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3245,2011-05-20,Summer,0,5,2,0,5,1,Clear,0.44,0.4394,1.0,0.0896,4,4,8,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3246,2011-05-20,Summer,0,5,3,0,5,1,Clear,0.44,0.4394,1.0,0.194,1,4,5,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3247,2011-05-20,Summer,0,5,4,0,5,1,Clear,0.44,0.4394,0.94,0.0896,1,4,5,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3248,2011-05-20,Summer,0,5,5,0,5,1,Clear,0.44,0.4394,0.94,0.1045,0,28,28,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3249,2011-05-20,Summer,0,5,6,0,5,1,Clear,0.46,0.4545,0.88,0.1045,15,102,117,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3250,2011-05-20,Summer,0,5,7,0,5,1,Clear,0.5,0.4848,0.77,0.1642,30,289,319,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3251,2011-05-20,Summer,0,5,8,0,5,1,Clear,0.54,0.5152,0.68,0.194,41,476,517,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3252,2011-05-20,Summer,0,5,9,0,5,1,Clear,0.54,0.5152,0.68,0.2239,35,199,234,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3253,2011-05-20,Summer,0,5,10,0,5,1,Clear,0.56,0.5303,0.64,0.194,44,104,148,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3254,2011-05-20,Summer,0,5,11,0,5,1,Mist,0.58,0.5455,0.6,0.194,63,133,196,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3255,2011-05-20,Summer,0,5,12,0,5,1,Mist,0.6,0.6212,0.56,0.2537,69,186,255,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3256,2011-05-20,Summer,0,5,13,0,5,1,Light Rain,0.6,0.6212,0.56,0.2836,60,172,232,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3257,2011-05-20,Summer,0,5,14,0,5,1,Clear,0.62,0.6212,0.53,0.2239,66,131,197,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3258,2011-05-20,Summer,0,5,15,0,5,1,Mist,0.6,0.6212,0.56,0.194,74,168,242,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3259,2011-05-20,Summer,0,5,16,0,5,1,Mist,0.6,0.6212,0.53,0.1642,61,269,330,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3260,2011-05-20,Summer,0,5,17,0,5,1,Clear,0.62,0.6212,0.53,0.194,71,483,554,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3261,2011-05-20,Summer,0,5,18,0,5,1,Clear,0.6,0.6212,0.56,0.1642,79,394,473,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3262,2011-05-20,Summer,0,5,19,0,5,1,Clear,0.58,0.5455,0.64,0.0896,49,253,302,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3263,2011-05-20,Summer,0,5,20,0,5,1,Clear,0.58,0.5455,0.64,0.1045,40,180,220,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3264,2011-05-20,Summer,0,5,21,0,5,1,Clear,0.56,0.5303,0.64,0.1045,40,155,195,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3265,2011-05-20,Summer,0,5,22,0,5,1,Clear,0.54,0.5152,0.73,0.194,28,124,152,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3266,2011-05-20,Summer,0,5,23,0,5,1,Clear,0.52,0.5,0.72,0.1642,15,100,115,140,2,0,5,0,5,1,0,0.536667,0.529042,0.719583,0.125013,909,4008,4917,Sedang,Sejuk
3267,2011-05-21,Summer,0,5,0,0,6,0,Clear,0.52,0.5,0.77,0.1045,20,78,98,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3268,2011-05-21,Summer,0,5,1,0,6,0,Clear,0.52,0.5,0.72,0.194,8,64,72,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3269,2011-05-21,Summer,0,5,2,0,6,0,Clear,0.52,0.5,0.72,0.1045,5,35,40,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3270,2011-05-21,Summer,0,5,3,0,6,0,Clear,0.48,0.4697,0.82,0.1045,7,12,19,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3271,2011-05-21,Summer,0,5,4,0,6,0,Clear,0.46,0.4545,0.88,0.1343,1,6,7,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3272,2011-05-21,Summer,0,5,5,0,6,0,Clear,0.46,0.4545,0.88,0.1045,1,4,5,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3273,2011-05-21,Summer,0,5,6,0,6,0,Clear,0.5,0.4848,0.82,0.1343,6,22,28,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
3274,2011-05-21,Summer,0,5,7,0,6,0,Clear,0.54,0.5152,0.73,0.1343,10,33,43,141,2,0,5,0,6,0,0,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,Tinggi,Panas
